DATA;NIVEL;TIPO;CONTA;REDUZIDO;DESCRICAO;ANTERIOR;DEBITOS;CREDITOS;MOVIMENTO;SALDO ATUAL
30/07/2020;13;Ativo;1.1.4.4.8.0.0;459;OUTROS CRED TRIBUT E PREVIDENCIARIOS;8.233,86;0;0;0;8.233,86
30/07/2020;15;Ativo;1.1.4.4.8.0.0.0;460;OUTROS CRED TRIBUT E PREVIDENCIARIOS;8.233,86;0;0;0;8.233,86
30/07/2020;17;Ativo;1.1.4.4.8.0.0.0.0;65061;OUTROS CRED TRIBUT E PREVIDENCIARIOS;8.233,86;0;0;0;8.233,86
30/07/2020;19;Ativo;1.1.4.4.8.0.0.0.0.0;65062;OUTROS CRED TRIBUT E PREVIDENCIARIOS;8.233,86;0;0;0;8.233,86
30/07/2020;24;Ativo;1.1.4.4.8.0.0.0.0.0.0002;102858;PIS COFINS E CS RETIDOS TERCEIROS;93,19;0;0;0;93,19
30/07/2020;24;Ativo;1.1.4.4.8.0.0.0.0.0.0007;352;IOF RECOLHIDO A MAIOR A COMPENSAR;5.019,27;0;0;0;5.019,27
30/07/2020;24;Ativo;1.1.4.4.8.0.0.0.0.0.0008;114482;INSS A COMPENSAR;3.121,40;0;0;0;3.121,40
30/07/2020;7;Ativo;1.1.4.5;100896;ADIANTAMENTOS A FUNCIONARIOS;54.153,24;38.165,18;-58.626,58;-20.461,40;33.691,84
30/07/2020;9;Ativo;1.1.4.5.2;124764;FERIAS;38.957,73;22.064,26;-58.626,58;-36.562,32;2.395,41
30/07/2020;9;Ativo;1.1.4.5.3;135771;13 SALARIO;15.195,51;16.100,92;0;16.100,92;31.296,43
30/07/2020;7;Ativo;1.1.4.6;111786;ADIANTAMENTOS ADMINISTRATIVOS;66.535,10;239.596,93;-10.118,82;229.478,11;296.013,21
30/07/2020;9;Ativo;1.1.4.6.1;114502;ADIANTAMENTOS PARA VIAGENS;2.450,00;3.905,43;-3.905,43;0;2.450,00
30/07/2020;11;Ativo;1.1.4.6.1.0;475;ADIANTAMENTOS PARA VIAGENS;2.450,00;3.905,43;-3.905,43;0;2.450,00
30/07/2020;13;Ativo;1.1.4.6.1.0.0;476;ADIANTAMENTOS PARA VIAGENS;2.450,00;3.905,43;-3.905,43;0;2.450,00
30/07/2020;15;Ativo;1.1.4.6.1.0.0.0;477;ADIANTAMENTOS PARA VIAGENS;2.450,00;3.905,43;-3.905,43;0;2.450,00
30/07/2020;17;Ativo;1.1.4.6.1.0.0.0.0;65065;ADIANTAMENTOS PARA VIAGENS;2.450,00;3.905,43;-3.905,43;0;2.450,00
30/07/2020;19;Ativo;1.1.4.6.1.0.0.0.0.0;65066;ADIANTAMENTOS PARA VIAGENS;2.450,00;3.905,43;-3.905,43;0;2.450,00
30/07/2020;24;Ativo;1.1.4.6.1.0.0.0.0.0.0001;102867;PESSOAL;2.450,00;3.905,43;-3.905,43;0;2.450,00
30/07/2020;9;Ativo;1.1.4.6.2;114511;ADIANTAMENTOS A FORNECEDORES;61.857,51;235.691,50;-3.985,80;231.705,70;293.563,21
30/07/2020;11;Ativo;1.1.4.6.2.0;480;ADIANTAMENTOS A FORNECEDORES;61.857,51;235.691,50;-3.985,80;231.705,70;293.563,21
30/07/2020;13;Ativo;1.1.4.6.2.0.0;481;ADIANTAMENTOS A FORNECEDORES;61.857,51;235.691,50;-3.985,80;231.705,70;293.563,21
30/07/2020;15;Ativo;1.1.4.6.2.0.0.0;482;ADIANTAMENTOS A FORNECEDORES;61.857,51;235.691,50;-3.985,80;231.705,70;293.563,21
30/07/2020;17;Ativo;1.1.4.6.2.0.0.0.0;65067;ADIANTAMENTOS A FORNECEDORES;61.857,51;235.691,50;-3.985,80;231.705,70;293.563,21
30/07/2020;19;Ativo;1.1.4.6.2.0.0.0.0.0;65068;ADIANTAMENTOS A FORNECEDORES;61.857,51;235.691,50;-3.985,80;231.705,70;293.563,21
30/07/2020;24;Ativo;1.1.4.6.2.0.0.0.0.0.0005;102876;PRODUTOS E SERVICOS;61.857,51;235.691,50;-3.985,80;231.705,70;293.563,21
30/07/2020;9;Ativo;1.1.4.6.8;126627;OUTROS ADIANTAMENTOS;2.227,59;0;-2.227,59;-2.227,59;0
30/07/2020;11;Ativo;1.1.4.6.8.0;485;OUTROS ADIANTAMENTOS;2.227,59;0;-2.227,59;-2.227,59;0
30/07/2020;13;Ativo;1.1.4.6.8.0.0;486;OUTROS ADIANTAMENTOS;2.227,59;0;-2.227,59;-2.227,59;0
30/07/2020;15;Ativo;1.1.4.6.8.0.0.0;487;OUTROS ADIANTAMENTOS;2.227,59;0;-2.227,59;-2.227,59;0
30/07/2020;17;Ativo;1.1.4.6.8.0.0.0.0;65069;OUTROS ADIANTAMENTOS;2.227,59;0;-2.227,59;-2.227,59;0
30/07/2020;19;Ativo;1.1.4.6.8.0.0.0.0.0;65070;OUTROS ADIANTAMENTOS;2.227,59;0;-2.227,59;-2.227,59;0
30/07/2020;24;Ativo;1.1.4.6.8.0.0.0.0.0.0003;701;ADIANTAMENTO COMISSÃO;2.227,59;0;-2.227,59;-2.227,59;0
30/07/2020;7;Ativo;1.1.4.8;126726;OUTROS CREDITOS;43.996,19;10.591,95;0;10.591,95;54.588,14
30/07/2020;9;Ativo;1.1.4.8.1;45929;SALDOS BANCARIOS BLOQ POR DECISAO JUDIC;43.996,19;10.591,95;0;10.591,95;54.588,14
30/07/2020;11;Ativo;1.1.4.8.1.0;49441;SALDOS BANCARIOS BLOQUEADOS;43.996,19;10.591,95;0;10.591,95;54.588,14
30/07/2020;13;Ativo;1.1.4.8.1.0.0;49456;SALDOS BANCARIOS BLOQUEADOS;43.996,19;10.591,95;0;10.591,95;54.588,14
30/07/2020;15;Ativo;1.1.4.8.1.0.0.0;49461;SALDOS BANCARIOS BLOQUEADOS;43.996,19;10.591,95;0;10.591,95;54.588,14
30/07/2020;17;Ativo;1.1.4.8.1.0.0.0.0;65071;SALDOS BANCARIOS BLOQUEADOS;43.996,19;10.591,95;0;10.591,95;54.588,14
30/07/2020;19;Ativo;1.1.4.8.1.0.0.0.0.0;65072;SALDOS BANCARIOS BLOQUEADOS;43.996,19;10.591,95;0;10.591,95;54.588,14
30/07/2020;24;Ativo;1.1.4.8.1.0.0.0.0.0.0010;114610;BANCO DO BRASIL;45,74;0;0;0;45,74
30/07/2020;24;Ativo;1.1.4.8.1.0.0.0.0.0.0011;114620;BANCO BRADESCO;13.632,59;0;0;0;13.632,59
30/07/2020;24;Ativo;1.1.4.8.1.0.0.0.0.0.0012;3;BANCO BANRISUL;20.861,05;0;0;0;20.861,05
30/07/2020;24;Ativo;1.1.4.8.1.0.0.0.0.0.0014;354;SICREDI  FUNDO INVEST RF TITULOS PUBL;9.456,81;30,36;0;30,36;9.487,17
30/07/2020;24;Ativo;1.1.4.8.1.0.0.0.0.0.0016;797;ATIVO FINANCEIRO - LFT;0;10.561,59;0;10.561,59;10.561,59
30/07/2020;5;Ativo;1.1.5;100930;OUTROS VALORES E BENS;228.925,34;26.413,95;-32.443,01;-6.029,06;222.896,28
30/07/2020;7;Ativo;1.1.5.1;126753;ATIVOS NÃO CIRCULANTES MANTIDOS P/ VENDA;201.933,11;23.927,80;-28.940,00;-5.012,20;196.920,91
30/07/2020;9;Ativo;1.1.5.1.1;126762;SALVADOS A VENDA;201.933,11;23.927,80;-28.940,00;-5.012,20;196.920,91
30/07/2020;7;Ativo;1.1.5.2;126790;ALMOXARIFADO;26.992,23;2.486,15;-3.503,01;-1.016,86;25.975,37
30/07/2020;9;Ativo;1.1.5.2.1;115015;ALMOXARIFADO;26.992,23;2.486,15;-3.503,01;-1.016,86;25.975,37
30/07/2020;11;Ativo;1.1.5.2.1.0;456;ALMOXARIFADO;26.992,23;2.486,15;-3.503,01;-1.016,86;25.975,37
30/07/2020;13;Ativo;1.1.5.2.1.0.0;461;ALMOXARIFADO;26.992,23;2.486,15;-3.503,01;-1.016,86;25.975,37
30/07/2020;15;Ativo;1.1.5.2.1.0.0.0;463;ALMOXARIFADO;26.992,23;2.486,15;-3.503,01;-1.016,86;25.975,37
30/07/2020;17;Ativo;1.1.5.2.1.0.0.0.0;464;ALMOXARIFADO;26.992,23;2.486,15;-3.503,01;-1.016,86;25.975,37
30/07/2020;19;Ativo;1.1.5.2.1.0.0.0.0.0;465;ALMOXARIFADO;26.992,23;2.486,15;-3.503,01;-1.016,86;25.975,37
30/07/2020;24;Ativo;1.1.5.2.1.0.0.0.0.0.0001;466;ALMOXARIFADO;26.992,23;2.486,15;-3.503,01;-1.016,86;25.975,37
30/07/2020;5;Ativo;1.1.7;100968;DESPESAS ANTECIPADAS;78.149,31;403.612,17;-471.708,47;-68.096,30;10.053,01
30/07/2020;7;Ativo;1.1.7.1;100977;OPERACIONAIS;66.549,34;399.297,37;-465.846,71;-66.549,34;0
30/07/2020;9;Ativo;1.1.7.1.1;102380;DESPESAS OPERACIONAIS ANTECIPADAS;66.549,34;399.297,37;-465.846,71;-66.549,34;0
30/07/2020;11;Ativo;1.1.7.1.1.0;572;DESPESAS OPERACIONAIS ANTECIPADAS;66.549,34;399.297,37;-465.846,71;-66.549,34;0
30/07/2020;13;Ativo;1.1.7.1.1.0.0;573;DESPESAS OPERACIONAIS ANTECIPADAS;66.549,34;399.297,37;-465.846,71;-66.549,34;0
30/07/2020;15;Ativo;1.1.7.1.1.0.0.0;574;DESPESAS OPERACIONAIS ANTECIPADAS;66.549,34;399.297,37;-465.846,71;-66.549,34;0
30/07/2020;17;Ativo;1.1.7.1.1.0.0.0.0;65077;DESPESAS OPERACIONAIS ANTECIPADAS;66.549,34;399.297,37;-465.846,71;-66.549,34;0
30/07/2020;19;Ativo;1.1.7.1.1.0.0.0.0.0;65078;DESPESAS OPERACIONAIS ANTECIPADAS;66.549,34;399.297,37;-465.846,71;-66.549,34;0
30/07/2020;24;Ativo;1.1.7.1.1.0.0.0.0.0.0002;135031;TAXA FISCALIZACAO SUSEP;66.549,34;399.297,37;-465.846,71;-66.549,34;0
30/07/2020;7;Ativo;1.1.7.2;111795;ADMINISTRATIVAS;11.599,97;4.314,80;-5.861,76;-1.546,96;10.053,01
30/07/2020;9;Ativo;1.1.7.2.1;111802;DESPESAS ADMINISTRAT ANTECIPADAS;11.599,97;4.314,80;-5.861,76;-1.546,96;10.053,01
30/07/2020;11;Ativo;1.1.7.2.1.0;49189;DESPESA ADMINISTRATIVA ANTECIPADA;11.599,97;4.314,80;-5.861,76;-1.546,96;10.053,01
30/07/2020;13;Ativo;1.1.7.2.1.0.0;49194;DESPESA ADMINISTRATIVA ANTECIPADA;11.599,97;4.314,80;-5.861,76;-1.546,96;10.053,01
30/07/2020;15;Ativo;1.1.7.2.1.0.0.0;49203;DESPESA ADMINISTRATIVA ANTECIPADA;11.599,97;4.314,80;-5.861,76;-1.546,96;10.053,01
30/07/2020;17;Ativo;1.1.7.2.1.0.0.0.0;65079;DESPESA ADMINISTRATIVA ANTECIPADA;11.599,97;4.314,80;-5.861,76;-1.546,96;10.053,01
30/07/2020;19;Ativo;1.1.7.2.1.0.0.0.0.0;65080;DESPESA ADMINISTRATIVA ANTECIPADA;11.599,97;4.314,80;-5.861,76;-1.546,96;10.053,01
30/07/2020;24;Ativo;1.1.7.2.1.0.0.0.0.0.0001;117210;DESPESA ADMINISTRATIVA ANTECIPADA;11.599,97;4.314,80;-5.861,76;-1.546,96;10.053,01
30/07/2020;5;Ativo;1.1.8;126970;CUSTOS DE AQUISICAO DIFERIDOS;5.423.134,87;14.486,80;-437.924,24;-423.437,44;4.999.697,43
30/07/2020;7;Ativo;1.1.8.1;126989;COMISSOES DIFERIDAS - SEGUROS;5.423.134,87;14.486,80;-437.924,24;-423.437,44;4.999.697,43
30/07/2020;9;Ativo;1.1.8.1.1;120880;COMISSAO DE SEGUROS;5.295.662,60;12.464,98;-431.113,37;-418.648,39;4.877.014,21
30/07/2020;9;Ativo;1.1.8.1.3;643;COMISSÕES DE SEGUROS RVNE;125.613,92;2.021,82;-6.708,36;-4.686,54;120.927,38
30/07/2020;9;Ativo;1.1.8.1.8;120892;OUTROS CUSTOS DE AQUISIÇÃO DIFERIDOS;1.858,35;0;-102,51;-102,51;1.755,84
30/07/2020;11;Ativo;1.1.8.1.8.1;152;OUTROS CUSTOS DE AQUISIÇÃO DIFERIDO;1.858,35;0;-102,51;-102,51;1.755,84
30/07/2020;5;Ativo;1.1.9;120897;PREMIO DE RESSEGURO E RETROC DIFERIDOS;18.837.603,86;2.376.323,80;-1.547.715,13;828.608,67;19.666.212,53
30/07/2020;7;Ativo;1.1.9.1;120898;PREMIOS DE RESSEGURO DIFERIDOS;6.741.351,50;684.939,33;-80.082,25;604.857,08;7.346.208,58
30/07/2020;9;Ativo;1.1.9.1.1;157;PREMIO DE RESSEGURO DIFERIDO - PPNG;6.638.680,51;684.361,53;-73.122,22;611.239,31;7.249.919,82
30/07/2020;11;Ativo;1.1.9.1.1.1;158;PREMIO DE RESSEGURO DIFERIDO - PPNG;6.638.680,51;684.361,53;-73.122,22;611.239,31;7.249.919,82
30/07/2020;9;Ativo;1.1.9.1.2;190;PREMIO DE RESSEGURO DIFERIDO - RVNE;102.670,99;577,8;-6.960,03;-6.382,23;96.288,76
30/07/2020;7;Ativo;1.1.9.3;198;SINISTROS - RESSEGUROS;12.096.252,36;1.691.384,47;-1.467.632,88;223.751,59;12.320.003,95
30/07/2020;9;Ativo;1.1.9.3.1;132;SINISTROS PENDENTES DE PAGAMENTO;9.824.359,11;1.560.142,68;-1.384.813,06;175.329,62;9.999.688,73
30/07/2020;11;Ativo;1.1.9.3.1.1;133;SINISTROS PENDENTES DE PAGAMENTO;8.746.928,42;1.464.369,05;-1.381.201,40;83.167,65;8.830.096,07
30/07/2020;13;Ativo;1.1.9.3.1.1.1;134;SIN PEND PAGTO - RESSEG LOCAL;7.656.110,85;1.423.625,30;-1.361.604,85;62.020,45;7.718.131,30
30/07/2020;13;Ativo;1.1.9.3.1.1.2;131;SIN PEND PAGTO - RESSEG ADMITIDA;1.059.283,21;40.525,15;-19.524,55;21.000,60;1.080.283,81
30/07/2020;13;Ativo;1.1.9.3.1.1.3;137;SIN PEND PAGTO - RESSEG EVENTUAL;31.534,36;218,6;-72;146,6;31.680,96
30/07/2020;11;Ativo;1.1.9.3.1.2;602;IBNER;1.077.430,69;95.773,63;-3.611,66;92.161,97;1.169.592,66
30/07/2020;13;Ativo;1.1.9.3.1.2.2;616;IBNER JUD;1.077.430,69;95.773,63;-3.611,66;92.161,97;1.169.592,66
30/07/2020;9;Ativo;1.1.9.3.2;199;IBNR;1.655.305,48;1.651,87;-36.524,52;-34.872,65;1.620.432,83
30/07/2020;9;Ativo;1.1.9.3.5;139;PROVISÃO DE DESPESAS RELACIONADAS PSL;394.103,95;122.662,02;-42.635,58;80.026,44;474.130,39
30/07/2020;11;Ativo;1.1.9.3.5.1;140;PROV DE DESP RELACIONADAS RESSEG LOCAL;319.374,10;104.109,48;-38.906,33;65.203,15;384.577,25
30/07/2020;11;Ativo;1.1.9.3.5.2;141;PROV DE DESP RELACIONADAS RESSEG ADMITID;72.929,85;18.243,95;-3.420,67;14.823,28;87.753,13
30/07/2020;11;Ativo;1.1.9.3.5.3;142;PROV  DESP RELACIONADAS RESSEG EVENTUAL;1.800,00;308,59;-308,58;0,01;1.800,01
30/07/2020;9;Ativo;1.1.9.3.6;603;PROVISÃO DE DESPESAS RELACIONADAS IBNER;61.990,31;6.530,30;-175,6;6.354,70;68.345,01
30/07/2020;11;Ativo;1.1.9.3.6.1;604;PROV DESP RELAC IBNER JUD - ALAE;22.773,44;2.424,08;-85,05;2.339,03;25.112,47
30/07/2020;11;Ativo;1.1.9.3.6.2;753;PROV DESP RELAC IBNER - JUD - ULAE;39.216,87;4.106,22;-90,55;4.015,67;43.232,54
30/07/2020;9;Ativo;1.1.9.3.7;618;PROVISÃO DESPESAS RELACIONADAS - IBNR;160.493,51;397,6;-3.484,12;-3.086,52;157.406,99
30/07/2020;11;Ativo;1.1.9.3.7.1;619;PROV DESP RELACIONADAS IBNR ADM - ALAE;102.789,14;394,51;-2.068,46;-1.673,95;101.115,19
30/07/2020;11;Ativo;1.1.9.3.7.2;620;PROV DESP RELACIONADAS IBNR JUD - ALAE;11.542,23;3,09;-270,49;-267,4;11.274,83
30/07/2020;11;Ativo;1.1.9.3.7.3;751;PROV DESP RELACIONADAS IBNR ADM - ULAE;40.824,58;0;-1.010,09;-1.010,09;39.814,49
30/07/2020;11;Ativo;1.1.9.3.7.4;752;PROV DESP RELACIONADAS IBNR JUD - ULAE;5.337,56;0;-135,08;-135,08;5.202,48
30/07/2020;3;Ativo;1.2;101263;ATIVO NAO CIRCULANTE;122.559.061,21;49.511.362,20;-51.181.799,22;-1.670.437,02;120.888.624,19
30/07/2020;5;Ativo;1.2.1;121000;REALIZAVEL A LONGO PRAZO;77.492.363,37;49.458.455,78;-50.184.659,20;-726.203,42;76.766.159,95
30/07/2020;7;Ativo;1.2.1.1;121001;APLICACOES;72.844.183,12;49.458.455,78;-50.184.659,20;-726.203,42;72.117.979,70
30/07/2020;9;Ativo;1.2.1.1.2;121013;TITULOS DE RENDA FIXA - PUBLICOS;69.396.203,12;43.219.206,78;-47.089.444,20;-3.870.237,42;65.525.965,70
30/07/2020;11;Ativo;1.2.1.1.2.1;121014;VINCULADOS A COBERTURA PROV TECNICAS;69.396.203,12;43.219.206,78;-47.089.444,20;-3.870.237,42;65.525.965,70
30/07/2020;13;Ativo;1.2.1.1.2.1.1;121015;TITULOS DIVIDA PUBLICA INTERNA -FEDERAL;69.396.203,12;43.219.206,78;-47.089.444,20;-3.870.237,42;65.525.965,70
30/07/2020;15;Ativo;1.2.1.1.2.1.1.1;121016;VALOR ORIGINAL;69.326.724,75;42.618.718,83;-47.078.287,52;-4.459.568,69;64.867.156,06
30/07/2020;17;Ativo;1.2.1.1.2.1.1.1.0;65083;VALOR ORIGINAL;69.326.724,75;42.618.718,83;-47.078.287,52;-4.459.568,69;64.867.156,06
30/07/2020;19;Ativo;1.2.1.1.2.1.1.1.0.0;65084;VALOR ORIGINAL;69.326.724,75;42.618.718,83;-47.078.287,52;-4.459.568,69;64.867.156,06
30/07/2020;24;Ativo;1.2.1.1.2.1.1.1.0.0.0001;135211;LETRAS FINANCEIRAS DO TESOURO;68.957.004,14;34.473.964,43;-47.078.287,52;-12.604.323,09;56.352.681,05
30/07/2020;24;Ativo;1.2.1.1.2.1.1.1.0.0.0003;571;LETRA DO TESOURO NACIONAL - LTN;0;8.144.754,40;0;8.144.754,40;8.144.754,40
30/07/2020;24;Ativo;1.2.1.1.2.1.1.1.0.0.0004;579;NOTAS DO TESOURO NACIONAL SERIE B -NTN B;369.720,61;0;0;0;369.720,61
30/07/2020;15;Ativo;1.2.1.1.2.1.1.2;121017;AJUSTE AO VALOR DE MERCADO;69.478,37;600.487,95;-11.156,68;589.331,27;658.809,64
30/07/2020;17;Ativo;1.2.1.1.2.1.1.2.0;65085;AJUSTE AO VALOR DE MERCADO;69.478,37;600.487,95;-11.156,68;589.331,27;658.809,64
30/07/2020;19;Ativo;1.2.1.1.2.1.1.2.0.0;65086;AJUSTE AO VALOR DE MERCADO;69.478,37;600.487,95;-11.156,68;589.331,27;658.809,64
30/07/2020;24;Ativo;1.2.1.1.2.1.1.2.0.0.0001;135267;LETRAS FINANCEIRAS DO TESOURO;2.983,57;6.209,96;-2.983,57;3.226,39;6.209,96
30/07/2020;24;Ativo;1.2.1.1.2.1.1.2.0.0.0003;510;LETRA DO TESOURO NACIONAL - LTN;0;594.277,99;0;594.277,99;594.277,99
30/07/2020;24;Ativo;1.2.1.1.2.1.1.2.0.0.0004;580;NOTAS DO TESOURO NACIONAL SERIE B -NTN B;66.494,80;0;-8.173,11;-8.173,11;58.321,69
30/07/2020;9;Ativo;1.2.1.1.3;121042;TITULOS DE RENDA VARIAVEL;3.447.980,00;6.239.249,00;-3.095.215,00;3.144.034,00;6.592.014,00
30/07/2020;11;Ativo;1.2.1.1.3.1;121043;VINCULADOS A COBERTURA DE PROV TECNICAS;3.447.980,00;6.239.249,00;-3.095.215,00;3.144.034,00;6.592.014,00
30/07/2020;13;Ativo;1.2.1.1.3.1.1;121044;ACOES DE SOCIEDADES DE CAPITAL ABERTO;3.447.980,00;6.239.249,00;-3.095.215,00;3.144.034,00;6.592.014,00
30/07/2020;15;Ativo;1.2.1.1.3.1.1.1;121045;VALOR ORIGINAL;3.991.705,00;6.239.249,00;-32.041,62;6.207.207,38;10.198.912,38
30/07/2020;17;Ativo;1.2.1.1.3.1.1.1.0;761;VALOR ORIGINAL;3.991.705,00;6.239.249,00;-32.041,62;6.207.207,38;10.198.912,38
30/07/2020;19;Ativo;1.2.1.1.3.1.1.1.0.0;762;VALOR ORIGINAL;3.991.705,00;6.239.249,00;-32.041,62;6.207.207,38;10.198.912,38
30/07/2020;24;Ativo;1.2.1.1.3.1.1.1.0.0.0001;763;AÇÕES VARIAVEIS GAFISA - GFSA3;2.990.875,00;2.240.461,00;0;2.240.461,00;5.231.336,00
30/07/2020;24;Ativo;1.2.1.1.3.1.1.1.0.0.0002;764;AÇÕES VARIAVEIS ITAU S.A - ITSA4;1.000.830,00;998.628,00;-32.041,62;966.586,38;1.967.416,38
30/07/2020;24;Ativo;1.2.1.1.3.1.1.1.0.0.0003;771;AÇÕES BCO BRADESCO - BBDC4;0;1.002.064,00;0;1.002.064,00;1.002.064,00
30/07/2020;24;Ativo;1.2.1.1.3.1.1.1.0.0.0004;772;AÇÕES ITAU UNIBANCO - ITUB4;0;1.000.960,00;0;1.000.960,00;1.000.960,00
30/07/2020;24;Ativo;1.2.1.1.3.1.1.1.0.0.0005;773;AÇÕES PETROBRAS - PETR4;0;997.136,00;0;997.136,00;997.136,00
30/07/2020;15;Ativo;1.2.1.1.3.1.1.2;121046;AJUSTE AO VALOR DE MERCADO;-543.725,00;0;-3.063.173,38;-3.063.173,38;-3.606.898,38
30/07/2020;17;Ativo;1.2.1.1.3.1.1.2.0;765;AJUSTE AO VALOR DE MERCADO;-543.725,00;0;-3.063.173,38;-3.063.173,38;-3.606.898,38
30/07/2020;19;Ativo;1.2.1.1.3.1.1.2.0.0;766;AJUSTE AO VALOR DE MERCADO;-543.725,00;0;-3.063.173,38;-3.063.173,38;-3.606.898,38
30/07/2020;24;Ativo;1.2.1.1.3.1.1.2.0.0.0001;767;AÇÕES VARIAVEIS GAFISA - GFSA3;-479.675,00;0;-1.973.861,00;-1.973.861,00;-2.453.536,00
30/07/2020;24;Ativo;1.2.1.1.3.1.1.2.0.0.0002;768;AÇÕES VARIAVEIS ITAU S.A - ITSA4;-64.050,00;0;-408.081,38;-408.081,38;-472.131,38
30/07/2020;24;Ativo;1.2.1.1.3.1.1.2.0.0.0003;774;AÇÕES BCO BRADESCO - BBDC4;0;0;-314.577,00;-314.577,00;-314.577,00
30/07/2020;24;Ativo;1.2.1.1.3.1.1.2.0.0.0004;775;AÇÕES ITAU UNIBANCO - ITUB4;0;0;-262.080,00;-262.080,00;-262.080,00
30/07/2020;24;Ativo;1.2.1.1.3.1.1.2.0.0.0005;776;AÇÕES PETROBRAS - PETR4;0;0;-104.574,00;-104.574,00;-104.574,00
30/07/2020;7;Ativo;1.2.1.3;121180;TITULOS E CREDITOS A RECEBER;4.648.180,25;0;0;0;4.648.180,25
30/07/2020;9;Ativo;1.2.1.3.5;121214;DEPOSITOS JUDICIAIS E FISCAIS;4.648.180,25;0;0;0;4.648.180,25
30/07/2020;11;Ativo;1.2.1.3.5.1;121215;DEPOSITOS JUDICIAIS - SINISTROS;481.919,28;0;0;0;481.919,28
30/07/2020;13;Ativo;1.2.1.3.5.1.0;121308;DEPOSITOS JUDICIAIS - SINISTROS;481.919,28;0;0;0;481.919,28
30/07/2020;15;Ativo;1.2.1.3.5.1.0.0;121309;DEPOSITOS JUDICIAIS - SINISTROS;481.919,28;0;0;0;481.919,28
30/07/2020;17;Ativo;1.2.1.3.5.1.0.0.0;65135;DEPOSITOS JUDICIAIS - SINISTROS;481.919,28;0;0;0;481.919,28
30/07/2020;19;Ativo;1.2.1.3.5.1.0.0.0.0;65136;DEPOSITOS JUDICIAIS - SINISTROS;481.919,28;0;0;0;481.919,28
30/07/2020;24;Ativo;1.2.1.3.5.1.0.0.0.0.0001;129642;DEPOSITOS JUDICIAIS - SINISTROS;481.919,28;0;0;0;481.919,28
30/07/2020;11;Ativo;1.2.1.3.5.7;121221;DEP JUDICIAIS E FISCAIS - CIVEIS;122.777,21;0;0;0;122.777,21
30/07/2020;13;Ativo;1.2.1.3.5.7.0;121320;DEP JUDICIAIS E FISCAIS - CIVEIS;122.777,21;0;0;0;122.777,21
30/07/2020;15;Ativo;1.2.1.3.5.7.0.0;121321;DEP JUDICIAIS E FISCAIS - CIVEIS;122.777,21;0;0;0;122.777,21
30/07/2020;17;Ativo;1.2.1.3.5.7.0.0.0;65145;DEP JUDICIAIS E FISCAIS - CIVEIS;122.777,21;0;0;0;122.777,21
30/07/2020;19;Ativo;1.2.1.3.5.7.0.0.0.0;65146;DEP JUDICIAIS E FISCAIS - CIVEIS;122.777,21;0;0;0;122.777,21
30/07/2020;24;Ativo;1.2.1.3.5.7.0.0.0.0.0001;129698;DEP JUD E FISCAIS CONTINGENC CIVEIS;122.777,21;0;0;0;122.777,21
30/07/2020;11;Ativo;1.2.1.3.5.8;121222;OUTROS DEPOSITOS;4.043.483,76;0;0;0;4.043.483,76
30/07/2020;13;Ativo;1.2.1.3.5.8.0;121322;OUTROS DEPOSITOS;4.043.483,76;0;0;0;4.043.483,76
30/07/2020;15;Ativo;1.2.1.3.5.8.0.0;121323;OUTROS DEPOSITOS;4.043.483,76;0;0;0;4.043.483,76
30/07/2020;17;Ativo;1.2.1.3.5.8.0.0.0;65147;OUTROS DEPOSITOS;4.043.483,76;0;0;0;4.043.483,76
30/07/2020;19;Ativo;1.2.1.3.5.8.0.0.0.0;65148;OUTROS DEPOSITOS;4.043.483,76;0;0;0;4.043.483,76
30/07/2020;24;Ativo;1.2.1.3.5.8.0.0.0.0.0003;133971;DEPOSITOS E FUNDOS DIVERSOS;4.043.483,76;0;0;0;4.043.483,76
30/07/2020;9;Ativo;1.2.1.3.8;121223;OUTROS CREDITOS A RECEBER;0;0;0;0;0
30/07/2020;11;Ativo;1.2.1.3.8.8;121225;OUTROS CREDITOS;0;0;0;0;0
30/07/2020;13;Ativo;1.2.1.3.8.8.0;121324;OUTROS CREDITOS;0;0;0;0;0
30/07/2020;15;Ativo;1.2.1.3.8.8.0.0;121325;OUTROS CREDITOS;0;0;0;0;0
30/07/2020;17;Ativo;1.2.1.3.8.8.0.0.0;65149;OUTROS CREDITOS;0;0;0;0;0
30/07/2020;19;Ativo;1.2.1.3.8.8.0.0.0.0;65150;OUTROS CREDITOS;0;0;0;0;0
30/07/2020;24;Ativo;1.2.1.3.8.8.0.0.0.0.0002;124811;RECUP RESSEG IRB SINITRO BC RURAL 02/99;2.800.107,01;0;0;0;2.800.107,01
30/07/2020;24;Ativo;1.2.1.3.8.8.0.0.0.0.0003;124812;(-) PDD S/ RECUP IRB SINISTRO BC RURAL;-2.800.107,01;0;0;0;-2.800.107,01
30/07/2020;5;Ativo;1.2.2;121336;INVESTIMENTOS;44.595.019,65;0;-969.955,13;-969.955,13;43.625.064,52
30/07/2020;7;Ativo;1.2.2.1;121337;PARTIC SOCIETARIAS - INVESTIM NO PAIS;44.565.961,57;0;-969.955,13;-969.955,13;43.596.006,44
30/07/2020;9;Ativo;1.2.2.1.1;121338;ACOES EMP FINAC OU EQUIP SUBSID INTEGRA;296.783,92;0;0;0;296.783,92
